ÁREA,CARRERA,CIUDAD,AÑO,TIPO DE EDUCACIÓN,MATRICULADOS HOMBRES,MATRICULADOS MUJERES,NUEVOS HOMBRES,NUEVOS MUJERES,TITULADOS HOMBRES,TITULADOS MUJERES
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ENERGIA,COCHABAMBA,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE LA PRODUCCION,COCHABAMBA,2001,PRIVADA,102,72,10,12,15,12
INGENIERIA Y TECNOLOGIA,INGENIERIA DE RECURSOS NATURALES Y ECOLOGIA,COCHABAMBA,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,COCHABAMBA,2001,PRIVADA,381,119,328,122,30,10
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,COCHABAMBA,2001,PUBLICA,1253,580,876,356,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,COCHABAMBA,2001,PRIVADA,72,19,0,0,21,4
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS Y GERENCIA CORPORATIVA,COCHABAMBA,2001,PRIVADA,4,1,20,32,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SONIDO,COCHABAMBA,2001,PRIVADA,24,0,18,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,COCHABAMBA,2001,PRIVADA,43,54,190,38,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,COCHABAMBA,2001,PRIVADA,2,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,COCHABAMBA,2001,PUBLICA,268,11,52,0,20,1
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,COCHABAMBA,2001,PRIVADA,153,11,24,6,17,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,COCHABAMBA,2001,PUBLICA,187,13,228,16,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,COCHABAMBA,2001,PRIVADA,121,5,26,6,11,2
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,COCHABAMBA,2001,PUBLICA,783,53,422,34,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y DE SISTEMAS,COCHABAMBA,2001,PRIVADA,12,1,6,10,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,COCHABAMBA,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,COCHABAMBA,2001,PRIVADA,13,31,4,12,4,4
INGENIERIA Y TECNOLOGIA,INGENIERIA HIDROLOGICA,COCHABAMBA,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,COCHABAMBA,2001,PRIVADA,205,79,110,54,20,13
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,COCHABAMBA,2001,PUBLICA,1089,548,352,180,31,33
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,COCHABAMBA,2001,PRIVADA,110,36,28,8,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,COCHABAMBA,2001,PRIVADA,0,0,2,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INFORMATICA,COCHABAMBA,2001,PUBLICA,627,397,136,64,14,6
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,COCHABAMBA,2001,PRIVADA,20,1,8,14,3,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,COCHABAMBA,2001,PUBLICA,319,2,196,2,17,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA INDUSTRIAL,COCHABAMBA,2001,PRIVADA,1,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECATRONICA,COCHABAMBA,2001,PRIVADA,5,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA Y GAS NATURAL,COCHABAMBA,2001,PRIVADA,127,23,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,COCHABAMBA,2001,PUBLICA,188,143,42,38,13,9
INGENIERIA Y TECNOLOGIA,INGENIERO QUIMICO ADMINISTRADOR,COCHABAMBA,2001,PRIVADA,8,5,0,4,1,0
OTROS OFICIOS,DESARROLLO ENDOGENO Y AGROECOLOGIA,COCHABAMBA,2001,PUBLICA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,LA PAZ,2001,PRIVADA,374,219,192,116,11,1
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,LA PAZ,2001,PUBLICA,1995,864,402,204,72,39
"ARQUITECTURA, URBANISMO Y ARTE",ARTES PLASTICAS,LA PAZ,2001,PUBLICA,131,122,42,40,3,1
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO Y DECORACION DE INTERIORES,LA PAZ,2001,PRIVADA,8,107,0,20,0,0
"ARQUITECTURA, URBANISMO Y ARTE",MUSICA,LA PAZ,2001,PRIVADA,64,11,114,20,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRICOLA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGRONOMICA,LA PAZ,2001,PUBLICA,1372,686,188,122,46,11
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA DE MEDIO AMBIENTE Y RECURSOS NATURALES,LA PAZ,2001,PRIVADA,45,22,20,16,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA EN ECOLOGIA Y MEDIO AMBIENTE,LA PAZ,2001,PRIVADA,81,57,40,12,5,3
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA EN PRODUCCION Y COMERCIALIZACION AGROPECUARIA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,ZOOTECNIA E INDUSTRIA PECUARIA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,BIOLOGIA,LA PAZ,2001,PUBLICA,159,227,46,76,5,15
CIENCIAS BASICAS Y NATURALES,CIENCIAS BASICAS Y APLICADAS,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,CIENCIAS MATEMATICAS,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,ESTADISTICA,LA PAZ,2001,PUBLICA,93,82,44,34,3,0
CIENCIAS BASICAS Y NATURALES,FISICA,LA PAZ,2001,PUBLICA,95,14,36,4,2,0
CIENCIAS BASICAS Y NATURALES,FISICA Y ENERGIAS ALTERNATIVAS,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,LA PAZ,2001,PUBLICA,136,51,68,24,1,0
CIENCIAS BASICAS Y NATURALES,QUIMICA,LA PAZ,2001,PUBLICA,84,51,26,22,3,5
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,LA PAZ,2001,PUBLICA,1397,1547,350,392,28,60
CIENCIAS DE LA COMUNICACION,COMUNICACION AUDIOVISUAL,LA PAZ,2001,PRIVADA,9,8,18,16,0,0
CIENCIAS DE LA COMUNICACION,COMUNICACION PUBLICITARIA,LA PAZ,2001,PRIVADA,77,75,18,14,2,8
CIENCIAS DE LA COMUNICACION,PERIODISMO,LA PAZ,2001,PRIVADA,213,394,100,166,15,35
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,LA PAZ,2001,PRIVADA,154,288,24,38,2,7
CIENCIAS DE LA EDUCACION Y HUMANIDADES,BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,LA PAZ,2001,PUBLICA,126,260,36,50,1,9
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,LA PAZ,2001,PRIVADA,1016,749,1562,1046,38,51
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,LA PAZ,2001,PUBLICA,884,1454,230,492,10,7
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS),LA PAZ,2001,PRIVADA,425,240,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION INTERCULTURAL BILINGÜE (CURSO COMPLEMENTARIO PARA PROFESORES EN EJERCICIO),LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION PARVULARIA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FILOSOFIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FILOSOFIA,LA PAZ,2001,PUBLICA,138,52,36,38,3,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,GASTRONOMIA Y HOTELERIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA,LA PAZ,2001,PUBLICA,158,102,44,50,2,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA DEL ARTE,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LINGÜISTICA AYMARA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LINGÜISTICA E IDIOMAS,LA PAZ,2001,PUBLICA,430,1039,148,340,6,3
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LITERATURA,LA PAZ,2001,PUBLICA,106,128,52,60,0,5
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PROGRAMA COMPLEMENTARIO EN EDUCACION FISICA (PARA PROFESORES DE EDUCACION FISICA),LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,LA PAZ,2001,PRIVADA,105,401,52,162,3,30
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,LA PAZ,2001,PUBLICA,647,1867,176,502,10,23
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TEOLOGIA Y FILOSOFIA INDIGENA,LA PAZ,2001,PRIVADA,11,5,14,6,3,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,LA PAZ,2001,PUBLICA,347,902,140,238,15,24
CIENCIAS DE LA SALUD,BIOQUIMICA,LA PAZ,2001,PUBLICA,262,1247,52,200,27,104
CIENCIAS DE LA SALUD,ENFERMERIA,LA PAZ,2001,PUBLICA,17,414,10,118,0,1
CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,MEDICINA,LA PAZ,2001,PRIVADA,929,731,372,280,14,10
CIENCIAS DE LA SALUD,MEDICINA,LA PAZ,2001,PUBLICA,1573,1352,302,258,32,8
CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,LA PAZ,2001,PUBLICA,32,233,4,42,0,15
CIENCIAS DE LA SALUD,ODONTOLOGIA,LA PAZ,2001,PRIVADA,259,348,260,282,13,19
CIENCIAS DE LA SALUD,ODONTOLOGIA,LA PAZ,2001,PUBLICA,722,906,88,144,35,37
CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,LA PAZ,2001,PUBLICA,258,608,56,122,4,1
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,LA PAZ,2001,PRIVADA,1022,865,498,386,66,87
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,LA PAZ,2001,PUBLICA,1755,1489,438,474,122,94
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,LA PAZ,2001,PRIVADA,6,15,8,26,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION PUBLICA Y MUNICIPAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CIENCIAS DEL DESARROLLO,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,LA PAZ,2001,PRIVADA,368,219,224,142,0,1
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,LA PAZ,2001,PRIVADA,400,453,396,440,19,51
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,LA PAZ,2001,PUBLICA,2546,2893,660,876,126,138
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,LA PAZ,2001,PRIVADA,388,283,130,74,35,26
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,LA PAZ,2001,PUBLICA,1722,970,296,258,133,57
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,FINANZAS Y RELACIONES INTERNACIONALES,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,LA PAZ,2001,PRIVADA,686,540,296,248,58,48
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,LA PAZ,2001,PRIVADA,49,62,34,68,0,0
CIENCIAS SOCIALES,ANTROPOLOGIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,ANTROPOLOGIA - ARQUEOLOGIA,LA PAZ,2001,PUBLICA,239,177,58,34,2,3
CIENCIAS SOCIALES,ARQUEOLOGIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,CIENCIAS POLITICAS,LA PAZ,2001,PRIVADA,74,42,16,12,4,6
CIENCIAS SOCIALES,CIENCIAS POLITICAS,LA PAZ,2001,PUBLICA,433,245,110,86,25,16
CIENCIAS SOCIALES,DERECHO,LA PAZ,2001,PRIVADA,1512,1488,1624,1494,72,65
CIENCIAS SOCIALES,DERECHO,LA PAZ,2001,PUBLICA,4188,3285,906,548,215,211
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,SOCIOLOGIA,LA PAZ,2001,PUBLICA,368,268,70,52,8,19
CIENCIAS SOCIALES,TRABAJO SOCIAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,TRABAJO SOCIAL,LA PAZ,2001,PUBLICA,65,1821,22,434,1,83
INGENIERIA Y TECNOLOGIA,ADMINISTRACION DE SISTEMAS DE INFORMACION,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,ELECTROMECANICA,LA PAZ,2001,PUBLICA,341,11,126,4,1,0
INGENIERIA Y TECNOLOGIA,ELECTRONICA Y TELECOMUNICACIONES,LA PAZ,2001,PUBLICA,793,46,302,16,0,0
INGENIERIA Y TECNOLOGIA,INFORMATICA,LA PAZ,2001,PUBLICA,2218,1235,494,250,85,82
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AUTOTRONICA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA BIOMEDICA,LA PAZ,2001,PRIVADA,0,0,0,2,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,LA PAZ,2001,PRIVADA,358,65,154,16,24,5
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,LA PAZ,2001,PUBLICA,1331,224,270,46,50,4
INGENIERIA Y TECNOLOGIA,INGENIERIA DE CONSTRUCCIONES,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE LA PRODUCCION,LA PAZ,2001,PRIVADA,2,5,2,4,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE MINAS Y METALURGIA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,LA PAZ,2001,PRIVADA,2001,2164,1464,1430,103,38
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,LA PAZ,2001,PRIVADA,69,23,0,0,10,2
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS Y GERENCIA CORPORATIVA,LA PAZ,2001,PRIVADA,0,0,66,16,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SOFTWARE (PROGRAMA COMPLEMENTARIO PARA EGRESADOS DE CENACO -CEIN),LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,LA PAZ,2001,PRIVADA,8,0,76,14,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DEL MEDIO AMBIENTE,LA PAZ,2001,PRIVADA,53,19,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,LA PAZ,2001,PUBLICA,687,56,240,30,9,1
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,LA PAZ,2001,PUBLICA,942,131,138,14,35,4
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y DE SISTEMAS,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GEODESIA Y TOPOGRAFIA,LA PAZ,2001,PRIVADA,26,2,0,0,4,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN PRODUCCION Y COMERCIALIZACION AGROPECUARIA,LA PAZ,2001,PUBLICA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOGRAFICA,LA PAZ,2001,PUBLICA,433,97,84,24,19,0
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOLOGICA,LA PAZ,2001,PUBLICA,138,34,46,20,3,1
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,LA PAZ,2001,PUBLICA,600,330,58,36,18,8
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,LA PAZ,2001,PRIVADA,3,3,8,4,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA AUTOMOTRIZ,LA PAZ,2001,PRIVADA,59,1,46,2,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA Y ELECTROMECANICA,LA PAZ,2001,PUBLICA,334,17,54,4,14,0
INGENIERIA Y TECNOLOGIA,INGENIERIA METALURGICA Y DE MATERIALES,LA PAZ,2001,PUBLICA,74,20,50,4,0,1
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA,LA PAZ,2001,PUBLICA,132,29,44,22,2,1
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,LA PAZ,2001,PUBLICA,192,170,56,82,9,4
INGENIERIA Y TECNOLOGIA,MECANICA AUTOMOTRIZ,LA PAZ,2001,PUBLICA,676,31,242,12,0,0
INGENIERIA Y TECNOLOGIA,MECANICA INDUSTRIAL,LA PAZ,2001,PUBLICA,140,5,44,2,0,0
INGENIERIA Y TECNOLOGIA,QUIMICA INDUSTRIAL,LA PAZ,2001,PUBLICA,182,177,48,42,21,2
OTROS OFICIOS,ADMINISTRACION POLICIAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,INGENIERIA DE TRANSITO Y VIALIDAD,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,INVESTIGACION CRIMINAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,LIDERAZGO PASTORAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,ORDEN Y SEGURIDAD,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DIRECCION DE CINE,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO Y COMUNICACION SOCIAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,AGRONOMIA,LA PAZ,2001,PRIVADA,135,47,64,18,11,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA Y ZOOTECNIA,LA PAZ,2001,PRIVADA,139,85,84,32,0,2
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,LA PAZ,2001,PRIVADA,0,0,0,0,1,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LITERATURA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA (PROGRAMA DE MEJORAMIENTO DOCENTE),LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,LA PAZ,2001,PRIVADA,11,77,10,50,2,21
CIENCIAS DE LA SALUD,ENFERMERIA,LA PAZ,2001,PRIVADA,23,209,22,230,0,2
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,LA PAZ,2001,PRIVADA,158,132,22,50,4,4
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA,LA PAZ,2001,PRIVADA,132,87,326,244,1,6
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CREACION Y DESARROLLO DE EMPRESAS,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,NEGOCIOS INTERNACIONALES,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,LA PAZ,2001,PRIVADA,40,42,6,10,7,6
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SONIDO,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,LA PAZ,2001,PRIVADA,30,1,28,2,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,LA PAZ,2001,PRIVADA,406,218,132,56,21,10
INGENIERIA Y TECNOLOGIA,INGENIERIA MECATRONICA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,LA PAZ,2001,PRIVADA,0,0,0,0,0,0
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,ORURO,2001,PUBLICA,757,252,228,86,26,13
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,DESARROLLO RURAL,ORURO,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,FITOTECNIA,ORURO,2001,PUBLICA,507,210,190,98,39,16
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,ORURO,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA Y ZOOTECNIA,ORURO,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,ORURO,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,ORURO,2001,PUBLICA,244,288,244,216,3,6
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACIÓN EDUCATIVA Y ASESORÍA PEDAGÓGICA (PROGRAMA COMPLEMENTARIO PARA PERSONAL EN SERVICIO),ORURO,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,ORURO,2001,PRIVADA,7,28,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,ORURO,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,ORURO,2001,PRIVADA,7,60,0,6,0,7
CIENCIAS DE LA SALUD,ENFERMERIA,ORURO,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,ENFERMERIA,ORURO,2001,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA SALUD,FISIOTERAPIA,ORURO,2001,PRIVADA,6,13,2,4,0,0
CIENCIAS DE LA SALUD,MEDICINA,ORURO,2001,PRIVADA,53,49,8,4,17,8
CIENCIAS DE LA SALUD,MEDICINA,ORURO,2001,PUBLICA,309,292,172,226,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,ORURO,2001,PRIVADA,50,57,4,6,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,ORURO,2001,PRIVADA,4,3,12,2,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,ORURO,2001,PUBLICA,522,520,180,222,27,20
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA,ORURO,2001,PRIVADA,5,3,10,6,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,ORURO,2001,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,ORURO,2001,PUBLICA,728,1106,240,408,87,156
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA E INGENIERIA COMERCIAL,ORURO,2001,PUBLICA,292,192,126,120,48,21
